	LYL1	LYL2	LYL3	LYL4	LYL5	LYL6
ASV139	0.002123309	0.002791758	0.001966027	0.003696131	0.003145643	0
ASV252	0.00070777	0.001258257	0.001769424	0.000511167	0.002123309	0.00145486
ASV71	0.002949041	0.002437874	0.001415539	0.002634476	0.001690783	0.001966027
ASV149	0.001336898	0.002005348	0.001730104	0.003460208	0.00220195	0.002005348
ASV190	0.001376219	0.001730104	0.001179616	0.001690783	0.001297578	0.000865052
ASV374	0.000471846	0.003067002	0.000943693	0.000904372	0.002673797	0.006684492
ASV165	0.001572822	0	0.003814092	0.001572822	0	0
ASV207	0.001100975	0.00074709	0.001769424	0.002673797	0.001140296	0.002083989
ASV95	0.002555835	0.002359232	0.001612142	0.001533501	0.001376219	0.001769424
ASV133	0.001966027	0.001258257	0.002359232	0	0.001061655	0.001140296
ASV119	0.002044668	0.001376219	0.001258257	0.002949041	0.001533501	0.001848065
ASV151	0.001533501	0.001415539	0.001061655	0.002280591	0.001494181	0.001533501
ASV5568	0	0	0	0.022255426	0.001022334	0
ASV115	0.00220195	0.001848065	0.001690783	0.002949041	0.001533501	0.001848065
ASV77	0.002713117	0.003106323	0	0.001612142	0.001533501	0.003027682
ASV180	0.001494181	0.004482542	0.002752438	0.001140296	0.002319912	0.002831079
ASV132	0.002123309	0.001297578	0.001218937	0.001651463	0.002044668	0.002241271
ASV146	0.001376219	0.001533501	0.001848065	0.00145486	0.002319912	0.002005348
ASV284	0.001140296	0.001808745	0.002241271	0.001572822	0.002083989	0.001808745
ASV94	0.002437874	0.001966027	0.001061655	0.001297578	0.001218937	0.001769424
ASV155	0.001258257	0.002988361	0.002870399	0.001769424	0.00145486	0.001572822
ASV208	0.001179616	0.001808745	0.001494181	0.000786411	0.001966027	0.003224284
ASV120	0.001730104	0.001258257	0.002319912	0.000904372	0.002044668	0.002359232
ASV344	0.000786411	0.001533501	0.001730104	0.003067002	0.001572822	0.001140296
ASV136	0.001612142	0.000904372	0.001415539	0.002280591	0.001572822	0.001966027
ASV140	0.001651463	0.001690783	0	0.00216263	0	0.001848065
ASV614	0.000432526	0.001258257	0.001612142	0.006841774	0	0.00802139
ASV324	0.000825731	0.001100975	0	0.001218937	0.00074709	0.001612142
ASV141	0.001336898	0.001258257	0.001572822	0.001533501	0.001887386	0.002123309
ASV2373	0	0.003460208	0.003932054	0.004050016	0	0.003814092
ASV127	0.002005348	0.002044668	0.002123309	0.001494181	0.000786411	0.002044668
ASV379	0.000471846	0.000825731	0.000589808	0.000786411	0.001022334	0.000393205
ASV107	0.002083989	0.002398553	0	0	0.005740799	0
ASV237	0.001297578	0.003538849	0.001297578	0	0	0
ASV213	0.001179616	0.001376219	0.001022334	0.00361749	0.002634476	0.001297578
ASV137	0.001769424	0.002713117	0.001533501	0.001926707	0.001533501	0.001651463
ASV143	0.001769424	0.00070777	0.002241271	0.001533501	0.00220195	0.001926707
ASV189	0.001179616	0.001848065	0	0.001533501	0.001179616	0
ASV212	0.001415539	0.000668449	0.001494181	0.001769424	0.001494181	0.001887386
ASV172	0.001415539	0.001769424	0.001808745	0.001966027	0.001297578	0.002123309
ASV117	0.001887386	0.001218937	0.001179616	0	0.002634476	0.002083989
ASV234	0.001336898	0.001218937	0.001376219	0.002241271	0.00145486	0.003224284
ASV125	0.001690783	0.00145486	0	0.000943693	0.001100975	0.001572822
ASV164	0.001218937	0.003814092	0.001730104	0.001494181	0.002044668	0
ASV163	0.00145486	0.001769424	0.00145486	0.001179616	0.001022334	0.001376219
ASV259	0.001140296	0.002555835	0.001966027	0	0	0.00290972
ASV98	0.002083989	0.000786411	0.001533501	0.001690783	0.002005348	0
ASV311	0.000786411	0.003067002	0.000589808	0.002123309	0.002359232	0.001336898
ASV167	0.001730104	0.001651463	0	0.000786411	0.001258257	0.001376219
ASV222	0.001022334	0.000629129	0.002280591	0.001022334	0.001336898	0.001218937
ASV437	0.000511167	0.001533501	0.001297578	0.001258257	0.001887386	0.00220195
ASV346	0.00070777	0.001808745	0.00220195	0.001808745	0	0.001258257
ASV262	0.001022334	0.001966027	0.001140296	0.001651463	0.001808745	0.000550488
ASV373	0.00074709	0.001100975	0.001297578	0.001336898	0.001336898	0.002595156
ASV124	0.001612142	0.000943693	0.001336898	0.00290972	0.001533501	0.000904372
ASV174	0.001572822	0.001848065	0.001690783	0.000629129	0.000353885	0.001218937
ASV91	0.003224284	0.000550488	0.001336898	0.000983014	0.00074709	0.000393205
ASV264	0.001297578	0.001415539	0.001336898	0.00070777	0.001022334	0.001848065
ASV214	0.001297578	0.000668449	0.00074709	0.001533501	0.00070777	0
ASV299	0.00070777	0.000983014	0.000983014	0.001218937	0	0.001651463
ASV109	0.001926707	0.002280591	0	0	0	0.001179616
ASV318	0.000943693	0.002752438	0.001494181	0	0.001376219	0.001297578
ASV219	0.001179616	0.001336898	0.001100975	0.000511167	0.000393205	0.000983014
ASV270	0.00070777	0.001690783	0.00074709	0.000629129	0.00220195	0.00074709
ASV142	0.001730104	0.000786411	0.001415539	0.000943693	0.000668449	0.001218937
ASV583	0.000314564	0.000393205	0	0.005622837	0.002673797	0
ASV225	0.001140296	0.002083989	0.000550488	0.000825731	0.000668449	0.000589808
ASV401	0.000550488	0.001415539	0.001612142	0.001061655	0.00070777	0.00216263
ASV478	0.000471846	0	0.004010695	0	0.000904372	0.001612142
ASV230	0.000904372	0.000825731	0.001494181	0.00220195	0.001022334	0.000983014
ASV162	0.00145486	0.001808745	0.001415539	0.002005348	0.001651463	0.001336898
ASV175	0.00145486	0.00074709	0.001100975	0.00145486	0.00074709	0.001690783
ASV386	0.000668449	0.001140296	0.002555835	0.00216263	0	0.001022334
ASV154	0.001651463	0.001022334	0.001179616	0.001572822	0.000904372	0.001022334
ASV290	0.000943693	0.001848065	0.001376219	0.000983014	0.001100975	0.000983014
ASV228	0.001218937	0.00432526	0.001022334	0.001572822	0.000668449	0.000904372
ASV223	0.000983014	0.000904372	0.00070777	0.001258257	0.001376219	0.001336898
ASV2404	0	0.000668449	0	0	0.00074709	0
ASV320	0.000865052	0.001100975	0.000314564	0.000865052	0.000629129	0.001533501
ASV195	0.001022334	0.000629129	0.000786411	0.001100975	0.000629129	0.000943693
ASV246	0.000904372	0.001376219	0.000865052	0.000511167	0.001533501	0.001179616
ASV171	0.001179616	0.000943693	0.001179616	0.000589808	0.001415539	0.00145486
ASV3220	0	0	0.001808745	0.001690783	0	0.001336898
ASV240	0.00145486	0.000786411	0.001966027	0.000943693	0	0.001730104
ASV220	0.000943693	0.001966027	0.000904372	0.000511167	0	0
ASV3230	0	0	0.001100975	0.002044668	0.002516515	0.001022334
ASV519	0.000511167	0.001336898	0.000943693	0.000511167	0.00070777	0.001140296
ASV226	0.001022334	0.000825731	0.00070777	0.000668449	0.001494181	0.001494181
ASV263	0.000904372	0.00070777	0.001415539	0.001258257	0.001297578	0.001218937
ASV297	0.000904372	0.000668449	0.000550488	0.00074709	0.000196603	0.000904372
ASV168	0.001612142	0.000865052	0.000432526	0.001179616	0.000589808	0.001297578
ASV261	0.000943693	0	0.001179616	0.002949041	0.002241271	0.002437874
ASV415	0.000471846	0.000432526	0.000196603	0.002398553	0.001730104	0.00070777
ASV1114	0.000157282	0.000432526	0.000471846	0.000943693	0.000314564	0.00070777
ASV210	0.000511167	0.000353885	0.001022334	0.000865052	0.000393205	0.000825731
ASV121	0.002005348	0.001140296	0.001730104	0.001336898	0	0
ASV242	0.000983014	0.000943693	0.001258257	0.001494181	0	0.00070777
ASV188	0.001022334	0.001376219	0.000865052	0.000983014	0.000825731	0.001297578
ASV302	0.000786411	0.001061655	0.001022334	0.000471846	0.001100975	0.001730104
ASV273	0.000943693	0.001730104	0.000904372	0.000471846	0.00216263	0.001140296
ASV239	0.001297578	0.000865052	0.001100975	0.001376219	0	0.001297578
ASV333	0.000393205	0.000786411	0.001218937	0.001612142	0.001258257	0.000550488
ASV701	0.000314564	0.000629129	0.000157282	0.000629129	0.000393205	0.000589808
ASV355	0.000825731	0.000393205	0.000825731	0.000983014	0.000865052	0.000865052
ASV475	0.000393205	0	0.000511167	0.000668449	0.001336898	0.000668449
ASV4085	0	0	0.001022334	0.001336898	0	0
ASV498	0.000550488	0.000511167	0.001140296	0.000668449	0.001179616	0.001061655
ASV202	0.001258257	0.001336898	0.000589808	0.001140296	0.000393205	0.001140296
ASV249	0.000550488	0.000904372	0.000904372	0.001022334	0.001258257	0
ASV184	0.001258257	0.001022334	0.001061655	0.001022334	0.00070777	0.001022334
ASV152	0.001297578	0	0.00145486	0.001887386	0.002398553	0
ASV329	0.000904372	0.001926707	0	0.00145486	0	0
ASV314	0.000825731	0	0.00074709	0.000865052	0	0.000943693
ASV232	0.001258257	0	0.000786411	0.001258257	0.000786411	0.00074709
ASV643	0.000235923	0.000432526	0.000314564	0.001533501	0.000275244	0.000353885
ASV254	0.000865052	0.000432526	0.000943693	0.001258257	0.001376219	0.001061655
ASV312	0.000825731	0.003302925	0	0.001100975	0.001690783	0.001140296
ASV272	0.000904372	0.00070777	0.00074709	0.001100975	0.000629129	0.000786411
ASV209	0.001022334	0.000943693	0.001061655	0.000668449	0.001612142	0
ASV181	0.001140296	0	0.001179616	0.001336898	0.001297578	0
ASV476	0.000471846	0.002280591	0.001140296	0	0	0
ASV2429	0	0.000550488	0.000589808	0	0	0.001179616
ASV376	0.000393205	0.001179616	0.00070777	0	0.000629129	0.000589808
ASV278	0.00074709	0.00290972	0	0	0.001730104	0
ASV350	0.00070777	0.001140296	0.000629129	0.001140296	0.000904372	0.000943693
ASV267	0.001140296	0.000786411	0.001022334	0.001022334	0	0
ASV183	0.001336898	0.001140296	0.000943693	0	0	0.001769424
ASV200	0.000943693	0.000865052	0.000550488	0.001179616	0.00070777	0.000393205
ASV315	0.000668449	0.002280591	0.002044668	0.001612142	0	0.001494181
ASV399	0.00074709	0.000865052	0.000589808	0.000786411	0.001966027	0.001336898
ASV2391	0	0.000943693	0.001415539	0	0	0.002241271
ASV494	0.000511167	0.001533501	0.001179616	0.000550488	0.00070777	0.001297578
ASV569	0.000196603	0.000157282	0.000196603	0	0.000196603	0.000393205
ASV358	0.00070777	0.001140296	0	0.001415539	0.00074709	0.000668449
ASV166	0.001887386	0	0.00145486	0.000943693	0	0
ASV321	0.000668449	0.000471846	0.00074709	0.000865052	0.00070777	0.001140296
ASV4813	0	0	0	0.003302925	0.00145486	0
ASV2387	0	0.000983014	0.001808745	0.001100975	0.001612142	0.00145486
ASV425	0.000589808	0	0.000550488	0.000393205	0	0
ASV158	0.001730104	0.000550488	0.000589808	0	0.000629129	0.000393205
ASV5561	0	0	0	0	0.001926707	0
ASV424	0.000629129	0.000825731	0.001061655	0.00074709	0	0.000904372
ASV300	0.000825731	0.000865052	0.00074709	0	0.000786411	0.000825731
ASV562	0.000314564	0.000943693	0.004167977	0	0	0.002595156
ASV266	0.000865052	0	0.000904372	0	0.001258257	0
ASV496	0.000471846	0	0.000511167	0.000353885	0.000275244	0
ASV236	0.001376219	0.000786411	0.000865052	0.000117962	0.003263605	0
ASV363	0.00070777	0	0.000668449	0.000865052	0	0.000589808
ASV878	0.000235923	0.000471846	0.000786411	0.000865052	0.000825731	0.000904372
ASV248	0.001376219	0.001336898	0.000825731	0	0.000629129	0
ASV332	0.001022334	0.000471846	0.000393205	0.000275244	0.000904372	0.000432526
ASV352	0.00070777	0.000825731	0.000786411	0	0.000668449	0.000904372
ASV4080	0	0	0.001415539	0.001376219	0	0
ASV4079	0	0	0.001612142	0	0.001258257	0
ASV161	0.00145486	0	0.001415539	0	0.002359232	0
ASV506	0.000353885	0.000629129	0.001179616	0.00070777	0.000550488	0.001415539
ASV483	0.000471846	0.000786411	0.003067002	0	0.000983014	0
ASV468	0.000589808	0.001022334	0.000786411	0.001218937	0.000865052	0
ASV438	0.000471846	0	0	0	0	0
ASV435	0.000511167	0.000786411	0.001100975	0.00074709	0.001061655	0
ASV461	0.000432526	0	0.001140296	0.000393205	0	0.000668449
ASV567	0.000432526	0.000393205	0.001179616	0.000235923	0.001376219	0.000629129
ASV362	0.000432526	0.000589808	0.001061655	0.000393205	0.000471846	0.000432526
ASV410	0.00074709	0	0	0.000943693	0.005504876	0
ASV265	0.000943693	0	0.000393205	0.000904372	0.000983014	0.000786411
ASV381	0.000511167	0.00070777	0.001651463	0.000629129	0.000550488	0.000393205
ASV283	0.000865052	0.001061655	0.000432526	0.000393205	0.000471846	0.000943693
ASV217	0.001336898	0.001336898	0.00074709	0.001100975	0	0.00070777
ASV194	0.001494181	0.001179616	0	0	0.001061655	0
ASV492	0.000432526	0.000432526	0.000550488	0.001612142	0	0.00074709
ASV591	0.000235923	0	0	0.001061655	0.001926707	0.001022334
ASV357	0.000629129	0.00070777	0	0.000629129	0.000786411	0.000943693
ASV421	0.000511167	0.000432526	0.000314564	0.00074709	0.000786411	0.000589808
ASV549	0.000393205	0	0.001179616	0	0.00216263	0.000235923
ASV508	0.000471846	0.000393205	0.000825731	0.001100975	0.000589808	0.000432526
ASV349	0.000471846	0.000550488	0.000314564	0.000314564	0.000943693	0.000589808
ASV191	0.001533501	0	0	0	0	0.000865052
ASV408	0.000511167	0.000983014	0.001336898	0.001100975	0.000589808	0
ASV755	0.000235923	0	0.000314564	0.000865052	0.001100975	0.001061655
ASV584	0.000275244	0.000235923	0.000589808	0	0.001022334	0.000471846
ASV215	0.000943693	0.000314564	0.000825731	0	0.000865052	0
ASV335	0.000786411	0.000550488	0.000550488	0.000393205	0	0.000471846
ASV919	0.000314564	0.000550488	0.000589808	0.000157282	0	0.000668449
ASV229	0.000904372	0.000943693	0	0.000314564	0.000157282	0.000589808
ASV3242	0	0	0	0.000432526	0	0.00070777
ASV455	0.000471846	0.000629129	0.001376219	0.00074709	0.000825731	0.000432526
ASV596	0.000196603	0.000393205	0.000511167	0.000353885	0	0.000393205
ASV306	0.000825731	0	0.000629129	0.00074709	0	0.000471846
ASV411	0.000825731	0.000904372	0.000668449	0.000314564	0.001140296	0.000629129
ASV393	0.000550488	0.000865052	0	0.000432526	0.000668449	0.000550488
ASV568	0.000314564	0.000275244	0	0.000983014	0.000550488	0.001336898
ASV4816	0	0	0	0.001730104	0.001336898	0
ASV769	0.000432526	0.000786411	0.003106323	0	0	0.001376219
ASV247	0.001100975	0.000511167	0	0	0.000157282	0
ASV747	0.000196603	0.00070777	0.000786411	0	0.000668449	0.001808745
ASV510	0.000235923	0.000668449	0	0.000393205	0.000353885	0.000196603
ASV389	0.000668449	0.000471846	0.000629129	0	0	0.000550488
ASV235	0.001218937	0	0.000786411	0.000865052	0.000983014	0
ASV2379	0	0.001572822	0.001100975	0	0.000471846	0.000629129
ASV676	0.000196603	0.000314564	0.000511167	0.000196603	0.003892734	0
ASV448	0.000471846	0	0	0	0.004050016	0
ASV608	0.000393205	0.000983014	0.000393205	0.000589808	0.000511167	0.000589808
ASV563	0.000353885	0	0.000432526	0.000471846	0.000825731	0.000550488
ASV539	0.000314564	0.000471846	0.000393205	0.000117962	0.000275244	0.001297578
ASV431	0.000550488	0.000314564	0.000668449	0.000550488	0.001690783	0.000943693
ASV380	0.000511167	0.000275244	0.000550488	0.000314564	0.000235923	0.00074709
ASV685	0.000393205	0.00074709	0	0	0.000511167	0.000943693
ASV450	0.000432526	0.000432526	0	0.000432526	0	0.000629129
ASV334	0.000668449	0.000353885	0.001022334	0.000786411	0.000353885	0
ASV233	0.001100975	0	0.000471846	0.000432526	0	0
ASV378	0.000511167	0.000196603	0.000550488	0.000157282	0.000235923	0.000943693
ASV505	0.000432526	0.000550488	0.000668449	0.000432526	0.000275244	0.000353885
ASV366	0.00070777	0	0	0.00070777	0.000943693	0
ASV481	0.000511167	0.00074709	0	0	0.000865052	0
ASV285	0.000983014	0.000983014	0	0.001179616	0.001376219	0
ASV4078	0	0	0.001494181	0.001494181	0	0
ASV253	0.001179616	0.001494181	0.000825731	0.00070777	0	0
ASV397	0.00070777	0.000471846	7.86E-05	0.000275244	0.000393205	0.000393205
ASV631	0.000393205	0	0	0	0	0
ASV348	0.00074709	0.000353885	0.000471846	0.000235923	0.000589808	0.000432526
ASV754	0.000275244	0	0.000196603	0.000196603	0.000865052	0
ASV493	0.000393205	0.000393205	0	0.000825731	0.000825731	0.000825731
ASV808	0.000235923	0.000511167	0	0.00070777	0	0
ASV522	0.000353885	0.000314564	0.000825731	0.000275244	0.000353885	0
ASV138	0.001572822	0	0	0.001730104	0	0
ASV527	0.000393205	0	0.00070777	0	0.000786411	0.000550488
ASV361	0.000511167	0.000196603	0.000275244	0.000668449	0.000196603	0.000589808
ASV440	0.000471846	0	0	0.002634476	0	0
ASV873	0.000196603	0	0.00074709	0	0.002752438	0.000825731
ASV834	0.000353885	0	0	0.000550488	0.003145643	0
ASV718	0.000314564	0.000629129	0.000629129	0	0.000314564	0.000865052
ASV369	0.000550488	0.000353885	0	0.000393205	0.000235923	0.000471846
ASV594	0.000235923	0.000511167	0.000589808	0.000393205	0.000471846	0
ASV1250	3.93E-05	0.000629129	0.000196603	0.000196603	0	0.000196603
ASV456	0.000471846	0.000865052	0	0.000196603	0.000471846	0.00070777
ASV295	0.000668449	0	0.000825731	0.000235923	0.000275244	0.000353885
ASV547	0.000353885	0.000432526	0.000668449	0.000668449	0	0.001022334
ASV866	0.000196603	0.000629129	0.000589808	0.000432526	0.000668449	0.000393205
ASV610	0.000471846	0.000511167	0.000629129	0.00070777	0.000786411	0
ASV365	0.00074709	0.000353885	0	0.000668449	0.000393205	0.000550488
ASV711	0.000196603	0.000629129	0	0.000393205	0.000629129	0.000432526
ASV341	0.00070777	0.000393205	0.000432526	0	0.000668449	0
ASV548	0.000471846	0.000471846	0.000629129	0.000865052	0.000550488	0.000275244
ASV609	0.000235923	0	0	0.00074709	0.000550488	0
ASV2384	0	0.000983014	0.001376219	0.001100975	0	0
ASV882	0.000235923	0.000471846	0.000511167	0.000589808	0.000550488	0.000275244
ASV413	0.000511167	0.000471846	0.000550488	0.000471846	0.000432526	0
ASV303	0.00070777	0.002555835	0	0	0	0.000865052
ASV418	0.000511167	0	0	0	0	0
ASV5560	0	0	0	0	0.001848065	0
ASV383	0.000550488	0	0	0	0	0.001179616
ASV243	0.001022334	0	0	0.001572822	0.000865052	0
ASV595	0.000511167	0	0.000550488	0.000432526	0.000432526	0.000196603
ASV442	0.000629129	0	0	0	0	0.001022334
ASV603	0.000353885	0	0	0	0.000511167	0.000314564
ASV533	0.000393205	0	0	0.000393205	0	0
ASV556	0.000353885	0.000314564	7.86E-05	0.000235923	0.000511167	0.000393205
ASV1025	0.000157282	0.00074709	0.000668449	0.000432526	0.000550488	0.000629129
ASV343	0.00070777	0	0	0	0.001022334	0
ASV2419	0	0.000668449	0.001297578	0	7.86E-05	0.00070777
ASV716	0.000275244	0	0	0.000117962	0.002555835	0
ASV204	0.001336898	0.000393205	0	0.000393205	0	0.000432526
ASV679	0.000196603	0	0	7.86E-05	0.000314564	0.000471846
ASV600	0.000432526	0.000471846	0.000196603	0.000983014	0.000629129	0.000629129
ASV274	0.000904372	0	0.000825731	0	0.000668449	0
ASV429	0.000314564	0.000353885	0	0	0	0
ASV536	0.000432526	0	0	0.000589808	0	0
ASV803	0.000275244	0.000235923	0.000629129	0.000943693	0.000275244	0.000353885
ASV269	0.000825731	0.001061655	0	0	0.001376219	0
ASV4817	0	0	0	0	0	0
ASV351	0.000629129	0	0.000550488	0	0.000196603	0
ASV1236	0.000196603	0.000196603	0	0.000668449	0.000196603	0
ASV675	0.000196603	0	0	0	0	0
ASV3213	0	0	0	0	0	0.002083989
ASV3250	0	0	0	0	0	0.00070777
ASV757	0.000157282	0	0.000589808	0.000511167	0	0
ASV5557	0	0	0	0.002319912	0.002398553	0
ASV906	0.000117962	0.000432526	0.000511167	0	0.000589808	0.000314564
ASV416	0.000629129	0.001730104	0	0	0	0.000471846
ASV490	0.000314564	0.000471846	0	0.000550488	0.000353885	0.000275244
ASV439	0.00070777	0.000589808	0	0	0	0.001100975
ASV815	0.000235923	0	0	0.000432526	0	0.001179616
ASV558	0.000393205	0	0.000117962	0.000314564	0.000353885	0.000471846
ASV633	0.000314564	0.000589808	0.000157282	0.000353885	0.000393205	0.000629129
ASV434	0.000511167	0	0.001022334	0	0	0
ASV340	0.000943693	0	0	0	0.002083989	0
ASV390	0.000511167	0	0.000353885	0	0.000511167	0.001140296
ASV532	0.000550488	0.000196603	0	0.000275244	0	0
ASV670	0.000196603	0	0	0	0.000629129	0
ASV2434	0	0.000432526	0	0	0.000471846	0.000275244
ASV943	0.000157282	0.000275244	0.000314564	0.000865052	0.000353885	0.000314564
ASV364	0.000511167	0	0	0	0.000825731	0
ASV407	0.000629129	0.000589808	0	0	0.000393205	0.000550488
ASV384	0.000432526	0.000353885	0.000157282	3.93E-05	0.000550488	0.000275244
ASV721	0.000353885	0	0.000668449	0	0	0
ASV488	0.000314564	0.001100975	0	0	0	0
ASV4814	0	0	0	0	0	0
ASV543	0.000314564	0	0	0.001179616	0.000825731	0
ASV2756	0	0.000157282	0	0	0	0
ASV337	0.000786411	0	0	0	0	0
ASV286	0.000983014	0.000432526	0.001533501	0	0	0
ASV921	7.86E-05	0.000353885	0.000471846	0.000314564	0	0
ASV589	0.000432526	0.000471846	0	0.000904372	0	0
ASV577	0.000432526	0.000668449	0.000786411	0.000314564	0.000511167	0.000589808
ASV917	0.000157282	0	0.000904372	0	0.000786411	0.001061655
ASV288	0.000629129	0	0	0.000825731	0	0
ASV326	0.000786411	0	0	0.000275244	0.000825731	0.000550488
